|dates|Brown_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Brown_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Brown_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Brown_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Brown_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Brown_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Brown_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Brown_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-02|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-03|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-04|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-05|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-06|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-07|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-08|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-09|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-10|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-11|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-12|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-13|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-14|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-15|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-16|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-17|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-18|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-19|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-20|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-21|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-22|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-23|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-24|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-25|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-26|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-27|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-28|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-29|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-30|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-01-31|19845.5|0|673.5|0|3.2823236999853793|0|20519.0|0
0|2020-02-01|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-02|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-03|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-04|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-05|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-06|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-07|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-08|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-09|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-10|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-11|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-12|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-13|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-14|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-15|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-16|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-17|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-18|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-19|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-20|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-21|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-22|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-23|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-24|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-25|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-26|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-27|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-28|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-02-29|20012.5|0|650.5|0|3.14813918598461|0|20663.0|0
0|2020-03-01|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-02|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-03|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-04|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-05|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-06|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-07|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-08|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-09|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-10|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-11|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-12|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-13|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-14|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-15|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-16|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-17|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-18|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-19|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-20|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-21|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-22|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-23|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-24|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-25|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-26|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-27|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-28|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-29|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-30|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-03-31|20008.0|0|650.0|0|3.14648078226353|0|20658.0|0
0|2020-04-01|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-02|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-03|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-04|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-05|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-06|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-07|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-08|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-09|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-10|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-11|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-12|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-13|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-14|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-15|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-16|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-17|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-18|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-19|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-20|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-21|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-22|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-23|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-24|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-25|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-26|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-27|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-28|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-29|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-04-30|19018.0|0|2015.0|0|9.580183521133456|0|21033.0|0
0|2020-05-01|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-02|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-03|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-04|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-05|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-06|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-07|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-08|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
0|2020-05-09|19181.0|0|1427.0|0|6.924495341614906|0|20608.0|0
