|dates|Douglas_Colorado_UnitedStates.BLS_EmployedPopulation.data|Douglas_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Douglas_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Douglas_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Douglas_Colorado_UnitedStates.BLS_UnemploymentRate.data|Douglas_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Douglas_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Douglas_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-02|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-03|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-04|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-05|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-06|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-07|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-08|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-09|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-10|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-11|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-12|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-13|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-14|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-15|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-16|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-17|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-18|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-19|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-20|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-21|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-22|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-23|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-24|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-25|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
0|2020-01-26|193815.0|0|4639.0|0|2.3375694115512915|0|198454.0|0
