|dates|Terry_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Terry_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Terry_Texas_UnitedStates.Male_Total_Population.data|Terry_Texas_UnitedStates.Male_Total_Population.missing|Terry_Texas_UnitedStates.Female_Total_Population.data|Terry_Texas_UnitedStates.Female_Total_Population.missing|Terry_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Terry_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1860.0|0|6417.0|0|5870.0|0|3379.0|0
