|dates|Delta_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delta_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delta_Texas_UnitedStates.Male_Total_Population.data|Delta_Texas_UnitedStates.Male_Total_Population.missing|Delta_Texas_UnitedStates.Female_Total_Population.data|Delta_Texas_UnitedStates.Female_Total_Population.missing|Delta_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Delta_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1114.0|0|2661.0|0|2688.0|0|1240.0|0
