|dates|Tulsa_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tulsa_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tulsa_Oklahoma_UnitedStates.Male_Total_Population.data|Tulsa_Oklahoma_UnitedStates.Male_Total_Population.missing|Tulsa_Oklahoma_UnitedStates.Female_Total_Population.data|Tulsa_Oklahoma_UnitedStates.Female_Total_Population.missing|Tulsa_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Tulsa_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|93318.0|0|316369.0|0|331991.0|0|164042.0|0
