|dates|Brown_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Indiana_UnitedStates.Male_Total_Population.data|Brown_Indiana_UnitedStates.Male_Total_Population.missing|Brown_Indiana_UnitedStates.Female_Total_Population.data|Brown_Indiana_UnitedStates.Female_Total_Population.missing|Brown_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3668.0|0|7507.0|0|7727.0|0|2732.0|0
