|dates|Lafayette_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Missouri_UnitedStates.Male_Total_Population.data|Lafayette_Missouri_UnitedStates.Male_Total_Population.missing|Lafayette_Missouri_UnitedStates.Female_Total_Population.data|Lafayette_Missouri_UnitedStates.Female_Total_Population.missing|Lafayette_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6150.0|0|16169.0|0|16429.0|0|7471.0|0
