|dates|Carbon_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Carbon_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Carbon_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Carbon_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Carbon_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Carbon_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Carbon_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Carbon_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-03-09|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-10|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-11|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-12|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-13|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-14|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-15|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-16|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-17|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-18|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-19|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-20|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-21|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-22|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-23|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-24|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-25|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-26|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-27|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-28|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-29|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-30|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-03-31|7218.0|0|387.5|0|5.094997041614621|0|7605.5|0
0|2020-04-01|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-02|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-03|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-04|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-05|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-06|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-07|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-08|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-09|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-10|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-11|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-12|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-13|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-14|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-15|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-16|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-17|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-18|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-19|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-20|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-21|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-22|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-23|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-24|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-25|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-26|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-27|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-28|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-29|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-04-30|7193.5|0|403.0|0|5.305074705456461|0|7596.5|0
0|2020-05-01|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-02|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-03|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-04|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-05|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-06|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-07|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-08|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-09|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-10|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-11|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-12|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-13|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-14|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-15|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-16|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-17|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-18|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-19|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-20|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-21|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-22|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-23|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-24|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-25|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-26|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-27|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-28|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-29|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-30|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-05-31|7449.0|0|540.0|0|6.759294029290274|0|7989.0|0
0|2020-06-01|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-02|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-03|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-04|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-05|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-06|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-07|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-08|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-09|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-10|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-11|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-12|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-13|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-14|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-15|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-16|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-17|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-18|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-19|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-20|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-21|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-22|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-23|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-24|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-25|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-26|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-27|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-28|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-29|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-06-30|7922.0|0|437.0|0|5.2278980739322884|0|8359.0|0
0|2020-07-01|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-02|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-03|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-04|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-05|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-06|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-07|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-08|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-09|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-10|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-11|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-12|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-13|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-14|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-15|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-16|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-17|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-18|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-19|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-20|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-21|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-22|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-23|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-24|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-25|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-26|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-27|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-28|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-29|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-30|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-07-31|8352.0|0|375.0|0|4.297009281540048|0|8727.0|0
0|2020-08-01|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-02|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-03|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-04|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-05|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-06|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-07|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-08|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-09|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-10|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-11|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-12|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-13|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-14|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-15|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-16|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-17|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-18|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-19|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-20|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-21|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-22|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-23|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-24|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-25|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-26|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-27|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-28|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-29|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-30|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-08-31|8319.0|0|325.0|0|3.7598334104581213|0|8644.0|0
0|2020-09-01|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-02|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-03|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-04|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-05|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-06|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-07|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-08|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-09|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-10|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-11|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-12|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-13|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-14|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-15|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-16|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-17|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-18|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-19|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-20|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-21|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-22|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-23|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-24|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-25|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-26|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-27|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-28|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-29|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-09-30|8200.0|0|313.0|0|3.676729707506167|0|8513.0|0
0|2020-10-01|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-02|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-03|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-04|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-05|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-06|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-07|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-08|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-09|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-10|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-11|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-12|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-13|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-14|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-15|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-16|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-17|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-18|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-19|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-20|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-21|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-22|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-23|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-24|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-25|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-26|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-27|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-28|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-29|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-30|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-10-31|8115.0|0|238.0|0|2.849275709325991|0|8353.0|0
0|2020-11-01|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-02|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-03|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-04|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-05|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-06|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-07|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-08|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-09|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-10|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-11|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-12|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-13|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-14|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-15|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-16|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-17|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-18|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-19|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-20|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-21|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-22|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-23|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-24|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-25|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-26|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-27|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-28|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-29|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-11-30|7949.0|0|288.0|0|3.496418599004492|0|8237.0|0
0|2020-12-01|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-02|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-03|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-04|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-05|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-06|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-07|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-08|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-09|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-10|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
0|2020-12-11|7712.0|0|365.0|0|4.519004580908753|0|8077.0|0
