|dates|Hempstead_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hempstead_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hempstead_Arkansas_UnitedStates.Male_Total_Population.data|Hempstead_Arkansas_UnitedStates.Male_Total_Population.missing|Hempstead_Arkansas_UnitedStates.Female_Total_Population.data|Hempstead_Arkansas_UnitedStates.Female_Total_Population.missing|Hempstead_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Hempstead_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3905.0|0|10482.0|0|11259.0|0|5609.0|0
