|dates|Lincoln_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Montana_UnitedStates.Male_Total_Population.data|Lincoln_Montana_UnitedStates.Male_Total_Population.missing|Lincoln_Montana_UnitedStates.Female_Total_Population.data|Lincoln_Montana_UnitedStates.Female_Total_Population.missing|Lincoln_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5670.0|0|9985.0|0|9809.0|0|3609.0|0
