|dates|Comal_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Comal_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Comal_Texas_UnitedStates.Male_Total_Population.data|Comal_Texas_UnitedStates.Male_Total_Population.missing|Comal_Texas_UnitedStates.Female_Total_Population.data|Comal_Texas_UnitedStates.Female_Total_Population.missing|Comal_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Comal_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26829.0|0|73333.0|0|75040.0|0|33674.0|0
