|dates|Saline_Illinois_UnitedStates.BLS_EmployedPopulation.data|Saline_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Saline_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Saline_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Saline_Illinois_UnitedStates.BLS_UnemploymentRate.data|Saline_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Saline_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Saline_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|8639.0|0|549.0|0|5.975185023944275|0|9188.0|0
