|dates|Brooke_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brooke_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brooke_WestVirginia_UnitedStates.Male_Total_Population.data|Brooke_WestVirginia_UnitedStates.Male_Total_Population.missing|Brooke_WestVirginia_UnitedStates.Female_Total_Population.data|Brooke_WestVirginia_UnitedStates.Female_Total_Population.missing|Brooke_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Brooke_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5290.0|0|10902.0|0|11301.0|0|3930.0|0
