|dates|Fulton_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_NewYork_UnitedStates.Male_Total_Population.data|Fulton_NewYork_UnitedStates.Male_Total_Population.missing|Fulton_NewYork_UnitedStates.Female_Total_Population.data|Fulton_NewYork_UnitedStates.Female_Total_Population.missing|Fulton_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10499.0|0|26670.0|0|26921.0|0|10770.0|0
