|dates|Hidalgo_Texas_UnitedStates.AveragePrecipitationTotal.data|Hidalgo_Texas_UnitedStates.AveragePrecipitationTotal.missing|Hidalgo_Texas_UnitedStates.AveragePrecipitation.data|Hidalgo_Texas_UnitedStates.AveragePrecipitation.missing|Hidalgo_Texas_UnitedStates.AverageWindDirection.data|Hidalgo_Texas_UnitedStates.AverageWindDirection.missing|Hidalgo_Texas_UnitedStates.AverageWindSpeed.data|Hidalgo_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.003956043956043956|5|0.0|5|170.0|0|11.15625|0
