|dates|Clayton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clayton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clayton_Iowa_UnitedStates.Male_Total_Population.data|Clayton_Iowa_UnitedStates.Male_Total_Population.missing|Clayton_Iowa_UnitedStates.Female_Total_Population.data|Clayton_Iowa_UnitedStates.Female_Total_Population.missing|Clayton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Clayton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4173.0|0|8885.0|0|8671.0|0|3705.0|0
