|dates|Fayette_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Texas_UnitedStates.Male_Total_Population.data|Fayette_Texas_UnitedStates.Male_Total_Population.missing|Fayette_Texas_UnitedStates.Female_Total_Population.data|Fayette_Texas_UnitedStates.Female_Total_Population.missing|Fayette_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6431.0|0|12456.0|0|12893.0|0|5111.0|0
