|dates|Polk_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Wisconsin_UnitedStates.Male_Total_Population.data|Polk_Wisconsin_UnitedStates.Male_Total_Population.missing|Polk_Wisconsin_UnitedStates.Female_Total_Population.data|Polk_Wisconsin_UnitedStates.Female_Total_Population.missing|Polk_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8989.0|0|21976.0|0|21622.0|0|9107.0|0
