|dates|Marengo_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marengo_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marengo_Alabama_UnitedStates.Male_Total_Population.data|Marengo_Alabama_UnitedStates.Male_Total_Population.missing|Marengo_Alabama_UnitedStates.Female_Total_Population.data|Marengo_Alabama_UnitedStates.Female_Total_Population.missing|Marengo_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Marengo_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3737.0|0|8933.0|0|10133.0|0|4335.0|0
