|dates|Loup_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Loup_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Loup_Nebraska_UnitedStates.Male_Total_Population.data|Loup_Nebraska_UnitedStates.Male_Total_Population.missing|Loup_Nebraska_UnitedStates.Female_Total_Population.data|Loup_Nebraska_UnitedStates.Female_Total_Population.missing|Loup_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Loup_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|165.0|0|315.0|0|303.0|0|117.0|0
