|dates|OutofRI_RhodeIsland_UnitedStates.BLS_EmployedPopulation.data|OutofRI_RhodeIsland_UnitedStates.BLS_EmployedPopulation.missing|OutofRI_RhodeIsland_UnitedStates.BLS_UnemployedPopulation.data|OutofRI_RhodeIsland_UnitedStates.BLS_UnemployedPopulation.missing|OutofRI_RhodeIsland_UnitedStates.BLS_UnemploymentRate.data|OutofRI_RhodeIsland_UnitedStates.BLS_UnemploymentRate.missing|OutofRI_RhodeIsland_UnitedStates.BLS_LaborForcePopulation.data|OutofRI_RhodeIsland_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
