|dates|OutofAZ_Arizona_UnitedStates.AveragePrecipitationTotal.data|OutofAZ_Arizona_UnitedStates.AveragePrecipitationTotal.missing|OutofAZ_Arizona_UnitedStates.AveragePrecipitation.data|OutofAZ_Arizona_UnitedStates.AveragePrecipitation.missing|OutofAZ_Arizona_UnitedStates.AverageWindDirection.data|OutofAZ_Arizona_UnitedStates.AverageWindDirection.missing|OutofAZ_Arizona_UnitedStates.AverageWindSpeed.data|OutofAZ_Arizona_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
