|dates|Franklin_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Franklin_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Franklin_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-02|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-03|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-04|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-05|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-06|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-07|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-08|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-09|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-10|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-11|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-12|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-13|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-14|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-15|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-16|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-17|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-18|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-19|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-20|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-21|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-22|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-23|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-24|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-25|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-26|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-27|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-28|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-29|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-30|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-01-31|2535.0|0|201.5|0|7.363420427553444|0|2736.5|0
0|2020-02-01|2561.5|0|179.5|0|6.548704852243707|0|2741.0|0
0|2020-02-02|2561.5|0|179.5|0|6.548704852243707|0|2741.0|0
0|2020-02-03|2561.5|0|179.5|0|6.548704852243707|0|2741.0|0
0|2020-02-04|2561.5|0|179.5|0|6.548704852243707|0|2741.0|0
0|2020-02-05|2561.5|0|179.5|0|6.548704852243707|0|2741.0|0
0|2020-02-06|2561.5|0|179.5|0|6.548704852243707|0|2741.0|0
