|dates|OutofTX_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofTX_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofTX_Texas_UnitedStates.Male_Total_Population.data|OutofTX_Texas_UnitedStates.Male_Total_Population.missing|OutofTX_Texas_UnitedStates.Female_Total_Population.data|OutofTX_Texas_UnitedStates.Female_Total_Population.missing|OutofTX_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|OutofTX_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
