|dates|Jackson_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Iowa_UnitedStates.Male_Total_Population.data|Jackson_Iowa_UnitedStates.Male_Total_Population.missing|Jackson_Iowa_UnitedStates.Female_Total_Population.data|Jackson_Iowa_UnitedStates.Female_Total_Population.missing|Jackson_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4061.0|0|9698.0|0|9734.0|0|4331.0|0
