|dates|OutofVT_Vermont_UnitedStates.JHU_ConfirmedCases.data|OutofVT_Vermont_UnitedStates.JHU_ConfirmedCases.missing|OutofVT_Vermont_UnitedStates.NYT_ConfirmedCases.data|OutofVT_Vermont_UnitedStates.NYT_ConfirmedCases.missing|OutofVT_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|OutofVT_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|OutofVT_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|OutofVT_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
