|dates|Overton_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Overton_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Overton_Tennessee_UnitedStates.Male_Total_Population.data|Overton_Tennessee_UnitedStates.Male_Total_Population.missing|Overton_Tennessee_UnitedStates.Female_Total_Population.data|Overton_Tennessee_UnitedStates.Female_Total_Population.missing|Overton_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Overton_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4541.0|0|10939.0|0|11129.0|0|4663.0|0
