|dates|Concho_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Concho_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Concho_Texas_UnitedStates.Male_Total_Population.data|Concho_Texas_UnitedStates.Male_Total_Population.missing|Concho_Texas_UnitedStates.Female_Total_Population.data|Concho_Texas_UnitedStates.Female_Total_Population.missing|Concho_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Concho_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-02-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-03-31|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-04-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-05-31|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-06-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-07-31|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-08-31|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-09-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-10-31|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-11-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-19|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-20|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-21|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-22|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-23|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-24|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-25|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-26|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-27|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-28|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-29|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-30|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2020-12-31|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-01|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-02|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-03|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-04|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-05|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-06|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-07|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-08|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-09|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-10|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-11|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-12|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-13|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-14|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-15|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-16|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-17|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-18|756.0|0|3020.0|0|1256.0|0|509.0|0
0|2021-01-19|756.0|0|3020.0|0|1256.0|0|509.0|0
