|dates|Oswego_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oswego_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oswego_NewYork_UnitedStates.Male_Total_Population.data|Oswego_NewYork_UnitedStates.Male_Total_Population.missing|Oswego_NewYork_UnitedStates.Female_Total_Population.data|Oswego_NewYork_UnitedStates.Female_Total_Population.missing|Oswego_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Oswego_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19265.0|0|59114.0|0|58784.0|0|24769.0|0
