|dates|Gaston_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gaston_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gaston_NorthCarolina_UnitedStates.Male_Total_Population.data|Gaston_NorthCarolina_UnitedStates.Male_Total_Population.missing|Gaston_NorthCarolina_UnitedStates.Female_Total_Population.data|Gaston_NorthCarolina_UnitedStates.Female_Total_Population.missing|Gaston_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Gaston_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|35787.0|0|107389.0|0|115457.0|0|50208.0|0
