|dates|Irion_Texas_UnitedStates.BLS_EmployedPopulation.data|Irion_Texas_UnitedStates.BLS_EmployedPopulation.missing|Irion_Texas_UnitedStates.BLS_UnemployedPopulation.data|Irion_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Irion_Texas_UnitedStates.BLS_UnemploymentRate.data|Irion_Texas_UnitedStates.BLS_UnemploymentRate.missing|Irion_Texas_UnitedStates.BLS_LaborForcePopulation.data|Irion_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-02|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-03|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-04|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-05|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-06|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-07|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-08|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-09|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-10|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-11|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-12|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-13|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-14|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-15|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-16|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-17|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-18|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-19|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-20|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-21|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-22|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-23|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-24|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-25|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-26|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-27|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-28|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-29|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-30|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-01-31|738.0|0|18.0|0|2.380952380952381|0|756.0|0
0|2020-02-01|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-02|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-03|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-04|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-05|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-06|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-07|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-08|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-09|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-10|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-11|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-12|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-13|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-14|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-15|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-16|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-17|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-18|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-19|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-20|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-21|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
0|2020-02-22|751.0|0|19.0|0|2.4675324675324677|0|770.0|0
