|dates|Sheboygan_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheboygan_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheboygan_Wisconsin_UnitedStates.Male_Total_Population.data|Sheboygan_Wisconsin_UnitedStates.Male_Total_Population.missing|Sheboygan_Wisconsin_UnitedStates.Female_Total_Population.data|Sheboygan_Wisconsin_UnitedStates.Female_Total_Population.missing|Sheboygan_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Sheboygan_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20789.0|0|58114.0|0|57342.0|0|25431.0|0
