|dates|Vermilion_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vermilion_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vermilion_Louisiana_UnitedStates.Male_Total_Population.data|Vermilion_Louisiana_UnitedStates.Male_Total_Population.missing|Vermilion_Louisiana_UnitedStates.Female_Total_Population.data|Vermilion_Louisiana_UnitedStates.Female_Total_Population.missing|Vermilion_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Vermilion_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9112.0|0|28974.0|0|30856.0|0|15229.0|0
