|dates|Marion_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_SouthCarolina_UnitedStates.Male_Total_Population.data|Marion_SouthCarolina_UnitedStates.Male_Total_Population.missing|Marion_SouthCarolina_UnitedStates.Female_Total_Population.data|Marion_SouthCarolina_UnitedStates.Female_Total_Population.missing|Marion_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6162.0|0|14230.0|0|16809.0|0|7082.0|0
