|dates|Ohio_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ohio_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ohio_WestVirginia_UnitedStates.Male_Total_Population.data|Ohio_WestVirginia_UnitedStates.Male_Total_Population.missing|Ohio_WestVirginia_UnitedStates.Female_Total_Population.data|Ohio_WestVirginia_UnitedStates.Female_Total_Population.missing|Ohio_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Ohio_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9105.0|0|20148.0|0|21607.0|0|7937.0|0
