|dates|Pottawattamie_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pottawattamie_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pottawattamie_Iowa_UnitedStates.Male_Total_Population.data|Pottawattamie_Iowa_UnitedStates.Male_Total_Population.missing|Pottawattamie_Iowa_UnitedStates.Female_Total_Population.data|Pottawattamie_Iowa_UnitedStates.Female_Total_Population.missing|Pottawattamie_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Pottawattamie_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16335.0|0|46030.0|0|47503.0|0|22030.0|0
