|dates|Menominee_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Menominee_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Menominee_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Menominee_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Menominee_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Menominee_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Menominee_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Menominee_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1441.0|0|133.0|0|8.449809402795426|0|1574.0|0
