|dates|Meigs_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Meigs_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Meigs_Ohio_UnitedStates.Male_Total_Population.data|Meigs_Ohio_UnitedStates.Male_Total_Population.missing|Meigs_Ohio_UnitedStates.Female_Total_Population.data|Meigs_Ohio_UnitedStates.Female_Total_Population.missing|Meigs_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Meigs_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4590.0|0|11391.0|0|11715.0|0|4932.0|0
