|dates|Grundy_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grundy_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grundy_Missouri_UnitedStates.Male_Total_Population.data|Grundy_Missouri_UnitedStates.Male_Total_Population.missing|Grundy_Missouri_UnitedStates.Female_Total_Population.data|Grundy_Missouri_UnitedStates.Female_Total_Population.missing|Grundy_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Grundy_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2140.0|0|4824.0|0|5090.0|0|2377.0|0
