|dates|Oliver_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oliver_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oliver_NorthDakota_UnitedStates.Male_Total_Population.data|Oliver_NorthDakota_UnitedStates.Male_Total_Population.missing|Oliver_NorthDakota_UnitedStates.Female_Total_Population.data|Oliver_NorthDakota_UnitedStates.Female_Total_Population.missing|Oliver_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Oliver_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|433.0|0|1020.0|0|932.0|0|491.0|0
