|dates|Buffalo_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buffalo_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buffalo_Nebraska_UnitedStates.Male_Total_Population.data|Buffalo_Nebraska_UnitedStates.Male_Total_Population.missing|Buffalo_Nebraska_UnitedStates.Female_Total_Population.data|Buffalo_Nebraska_UnitedStates.Female_Total_Population.missing|Buffalo_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Buffalo_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7197.0|0|24823.0|0|24792.0|0|11637.0|0
