|dates|Clinton_Indiana_UnitedStates.BLS_EmployedPopulation.data|Clinton_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Clinton_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Clinton_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Clinton_Indiana_UnitedStates.BLS_UnemploymentRate.data|Clinton_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Clinton_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Clinton_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-02|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-03|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-04|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-05|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-06|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-07|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-08|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-09|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-10|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-11|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-12|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-13|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-14|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-15|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-16|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-17|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-18|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-19|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-20|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-21|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-22|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-23|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-24|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-25|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-26|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-27|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-28|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-29|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-30|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-01-31|16604.0|0|497.0|0|2.906262791649611|0|17101.0|0
0|2020-02-01|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-02|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-03|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-04|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-05|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-06|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-07|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-08|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-09|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-10|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-11|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-12|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-13|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-14|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-15|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-16|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-17|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-18|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-19|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-20|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-21|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-22|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-23|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-24|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-25|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-26|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-27|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-28|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-02-29|16732.5|0|455.5|0|2.650104724226204|0|17188.0|0
0|2020-03-01|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-02|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-03|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-04|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-05|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-06|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-07|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-08|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-09|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
0|2020-03-10|16343.0|0|452.5|0|2.6941740347116787|0|16795.5|0
