|dates|Gove_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gove_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gove_Kansas_UnitedStates.Male_Total_Population.data|Gove_Kansas_UnitedStates.Male_Total_Population.missing|Gove_Kansas_UnitedStates.Female_Total_Population.data|Gove_Kansas_UnitedStates.Female_Total_Population.missing|Gove_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Gove_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|635.0|0|1315.0|0|1297.0|0|626.0|0
