|dates|Jefferson_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Pennsylvania_UnitedStates.Male_Total_Population.data|Jefferson_Pennsylvania_UnitedStates.Male_Total_Population.missing|Jefferson_Pennsylvania_UnitedStates.Female_Total_Population.data|Jefferson_Pennsylvania_UnitedStates.Female_Total_Population.missing|Jefferson_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9197.0|0|21732.0|0|21909.0|0|9181.0|0
