|dates|Choctaw_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Choctaw_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Choctaw_Mississippi_UnitedStates.Male_Total_Population.data|Choctaw_Mississippi_UnitedStates.Male_Total_Population.missing|Choctaw_Mississippi_UnitedStates.Female_Total_Population.data|Choctaw_Mississippi_UnitedStates.Female_Total_Population.missing|Choctaw_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Choctaw_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1785.0|0|4044.0|0|4234.0|0|1797.0|0
