|dates|SanMiguel_Colorado_UnitedStates.BLS_EmployedPopulation.data|SanMiguel_Colorado_UnitedStates.BLS_EmployedPopulation.missing|SanMiguel_Colorado_UnitedStates.BLS_UnemployedPopulation.data|SanMiguel_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|SanMiguel_Colorado_UnitedStates.BLS_UnemploymentRate.data|SanMiguel_Colorado_UnitedStates.BLS_UnemploymentRate.missing|SanMiguel_Colorado_UnitedStates.BLS_LaborForcePopulation.data|SanMiguel_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-02|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-03|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-04|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-05|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-06|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-07|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-08|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-09|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-10|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-11|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-12|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-13|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-14|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-15|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-16|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-17|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-18|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-19|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-20|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-21|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-22|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-23|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-24|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-25|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-26|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-27|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-28|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-29|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-30|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-01-31|6279.5|0|115.5|0|1.8060985144644253|0|6395.0|0
0|2020-02-01|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-02|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-03|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-04|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-05|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-06|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-07|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-08|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-09|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-10|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-11|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-12|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-13|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-14|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-15|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-16|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-17|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-18|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-19|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-20|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-21|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-22|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-23|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-24|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-25|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-26|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-27|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-28|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-02-29|6327.0|0|112.5|0|1.7470300489168413|0|6439.5|0
0|2020-03-01|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-02|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-03|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-04|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-05|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-06|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-07|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-08|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-09|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
0|2020-03-10|5930.0|0|213.0|0|3.4673612241575777|0|6143.0|0
