|dates|Jackson_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Arkansas_UnitedStates.Male_Total_Population.data|Jackson_Arkansas_UnitedStates.Male_Total_Population.missing|Jackson_Arkansas_UnitedStates.Female_Total_Population.data|Jackson_Arkansas_UnitedStates.Female_Total_Population.missing|Jackson_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3051.0|0|8348.0|0|8463.0|0|3381.0|0
