|dates|Montgomery_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Kentucky_UnitedStates.Male_Total_Population.data|Montgomery_Kentucky_UnitedStates.Male_Total_Population.missing|Montgomery_Kentucky_UnitedStates.Female_Total_Population.data|Montgomery_Kentucky_UnitedStates.Female_Total_Population.missing|Montgomery_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4471.0|0|13790.0|0|14413.0|0|6690.0|0
