|dates|VanZandt_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|VanZandt_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|VanZandt_Texas_UnitedStates.Male_Total_Population.data|VanZandt_Texas_UnitedStates.Male_Total_Population.missing|VanZandt_Texas_UnitedStates.Female_Total_Population.data|VanZandt_Texas_UnitedStates.Female_Total_Population.missing|VanZandt_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|VanZandt_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11321.0|0|27363.0|0|28656.0|0|12922.0|0
