|dates|Delaware_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_NewYork_UnitedStates.Male_Total_Population.data|Delaware_NewYork_UnitedStates.Male_Total_Population.missing|Delaware_NewYork_UnitedStates.Female_Total_Population.data|Delaware_NewYork_UnitedStates.Female_Total_Population.missing|Delaware_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10902.0|0|22496.0|0|22031.0|0|7352.0|0
