|dates|Perry_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Kentucky_UnitedStates.Male_Total_Population.data|Perry_Kentucky_UnitedStates.Male_Total_Population.missing|Perry_Kentucky_UnitedStates.Female_Total_Population.data|Perry_Kentucky_UnitedStates.Female_Total_Population.missing|Perry_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4429.0|0|12836.0|0|13256.0|0|5984.0|0
