|dates|Ontonagon_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ontonagon_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ontonagon_Michigan_UnitedStates.Male_Total_Population.data|Ontonagon_Michigan_UnitedStates.Male_Total_Population.missing|Ontonagon_Michigan_UnitedStates.Female_Total_Population.data|Ontonagon_Michigan_UnitedStates.Female_Total_Population.missing|Ontonagon_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ontonagon_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2097.0|0|2943.0|0|2852.0|0|736.0|0
