|dates|ScottsBluff_Nebraska_UnitedStates.BLS_EmployedPopulation.data|ScottsBluff_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|ScottsBluff_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|ScottsBluff_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|ScottsBluff_Nebraska_UnitedStates.BLS_UnemploymentRate.data|ScottsBluff_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|ScottsBluff_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|ScottsBluff_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-02|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-03|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-04|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-05|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-06|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-07|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-08|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-09|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-10|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-11|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-12|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-13|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-14|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-15|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-16|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-17|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-18|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-19|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-20|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-21|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-22|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-23|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-24|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-25|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-26|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-27|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-28|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-29|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-30|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-01-31|17295.5|0|668.5|0|3.7213315519928747|0|17964.0|0
0|2020-02-01|17473.5|0|653.0|0|3.6024604860287424|0|18126.5|0
