|dates|OutofNH_NewHampshire_UnitedStates.BLS_EmployedPopulation.data|OutofNH_NewHampshire_UnitedStates.BLS_EmployedPopulation.missing|OutofNH_NewHampshire_UnitedStates.BLS_UnemployedPopulation.data|OutofNH_NewHampshire_UnitedStates.BLS_UnemployedPopulation.missing|OutofNH_NewHampshire_UnitedStates.BLS_UnemploymentRate.data|OutofNH_NewHampshire_UnitedStates.BLS_UnemploymentRate.missing|OutofNH_NewHampshire_UnitedStates.BLS_LaborForcePopulation.data|OutofNH_NewHampshire_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
