|dates|Anson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anson_NorthCarolina_UnitedStates.Male_Total_Population.data|Anson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Anson_NorthCarolina_UnitedStates.Female_Total_Population.data|Anson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Anson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Anson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4594.0|0|12939.0|0|11938.0|0|4895.0|0
