|dates|Herkimer_NewYork_UnitedStates.BLS_EmployedPopulation.data|Herkimer_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Herkimer_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Herkimer_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Herkimer_NewYork_UnitedStates.BLS_UnemploymentRate.data|Herkimer_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Herkimer_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Herkimer_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-02|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-03|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-04|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-05|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-06|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-07|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-08|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-09|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-10|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-11|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-12|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-13|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-14|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-15|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-16|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-17|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-18|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-19|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-20|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-21|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-22|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-23|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-24|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-25|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-26|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-27|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-28|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-29|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-30|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-01-31|26404.5|0|1701.5|0|6.053867501601082|0|28106.0|0
0|2020-02-01|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-02|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-03|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-04|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-05|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-06|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-07|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-08|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-09|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-10|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-11|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-12|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-13|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-14|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-15|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-16|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-17|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-18|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-19|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
0|2020-02-20|26257.5|0|1640.0|0|5.8786629626310605|0|27897.5|0
