|dates|Washington_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Louisiana_UnitedStates.Male_Total_Population.data|Washington_Louisiana_UnitedStates.Male_Total_Population.missing|Washington_Louisiana_UnitedStates.Female_Total_Population.data|Washington_Louisiana_UnitedStates.Female_Total_Population.missing|Washington_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8355.0|0|23027.0|0|23555.0|0|11232.0|0
