|dates|Adair_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adair_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adair_Oklahoma_UnitedStates.Male_Total_Population.data|Adair_Oklahoma_UnitedStates.Male_Total_Population.missing|Adair_Oklahoma_UnitedStates.Female_Total_Population.data|Adair_Oklahoma_UnitedStates.Female_Total_Population.missing|Adair_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Adair_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3512.0|0|11015.0|0|11067.0|0|5869.0|0
