|dates|DeSoto_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeSoto_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeSoto_Louisiana_UnitedStates.Male_Total_Population.data|DeSoto_Louisiana_UnitedStates.Male_Total_Population.missing|DeSoto_Louisiana_UnitedStates.Female_Total_Population.data|DeSoto_Louisiana_UnitedStates.Female_Total_Population.missing|DeSoto_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|DeSoto_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4898.0|0|13232.0|0|14204.0|0|6571.0|0
