|dates|Perry_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Ohio_UnitedStates.Male_Total_Population.data|Perry_Ohio_UnitedStates.Male_Total_Population.missing|Perry_Ohio_UnitedStates.Female_Total_Population.data|Perry_Ohio_UnitedStates.Female_Total_Population.missing|Perry_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5942.0|0|18051.0|0|17982.0|0|8443.0|0
