|dates|OutofIN_Indiana_UnitedStates.BLS_EmployedPopulation.data|OutofIN_Indiana_UnitedStates.BLS_EmployedPopulation.missing|OutofIN_Indiana_UnitedStates.BLS_UnemployedPopulation.data|OutofIN_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|OutofIN_Indiana_UnitedStates.BLS_UnemploymentRate.data|OutofIN_Indiana_UnitedStates.BLS_UnemploymentRate.missing|OutofIN_Indiana_UnitedStates.BLS_LaborForcePopulation.data|OutofIN_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
