|dates|Erie_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Erie_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Erie_Pennsylvania_UnitedStates.Male_Total_Population.data|Erie_Pennsylvania_UnitedStates.Male_Total_Population.missing|Erie_Pennsylvania_UnitedStates.Female_Total_Population.data|Erie_Pennsylvania_UnitedStates.Female_Total_Population.missing|Erie_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Erie_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48900.0|0|134373.0|0|137688.0|0|58156.0|0
