|dates|KansasCity_Missouri_UnitedStates.BLS_EmployedPopulation.data|KansasCity_Missouri_UnitedStates.BLS_EmployedPopulation.missing|KansasCity_Missouri_UnitedStates.BLS_UnemployedPopulation.data|KansasCity_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|KansasCity_Missouri_UnitedStates.BLS_UnemploymentRate.data|KansasCity_Missouri_UnitedStates.BLS_UnemploymentRate.missing|KansasCity_Missouri_UnitedStates.BLS_LaborForcePopulation.data|KansasCity_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
