|dates|Webster_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Webster_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Webster_Kentucky_UnitedStates.Male_Total_Population.data|Webster_Kentucky_UnitedStates.Male_Total_Population.missing|Webster_Kentucky_UnitedStates.Female_Total_Population.data|Webster_Kentucky_UnitedStates.Female_Total_Population.missing|Webster_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Webster_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2283.0|0|6487.0|0|6624.0|0|3083.0|0
